text_code,sent,topic
"[   0    0    5   19    0    0    0    0    0 2185  815    0  288    2
   13   19    0  538    0  256    0  706    0    5    0    2 1667    8
    0    0    0   76  882   80    1  120    0]",positive,ant-man
"[ 265 1753 2535    0    0   30 1727    0   30 1727    0   30 1727    0
   30 1727    0   30 1727   74   32    0    2 1667   77   52    0   20
    1    0    0   26   85    6]",positive,ant-man
"[   0  610 1554   73    2 4182    0 4178 5153  408    0 4179    1    0
    7  731    0  233    0  301    0  610    0   13 1232    7 2260    0
    0]",positive,ant-man
[ 10   0  20   1  79   0 189 523   0],positive,ant-man
[ 317    0   44    0    0   27    0   20    1   12    2 1581],positive,ant-man
"[ 847 3161   10   26    0  156   64    8  194  610  390    0    0    0
  104    0   42    0    1  278]",positive,ant-man
[258  18  17   0   0  20   1  11],positive,ant-man
"[    0     0  1212 10946     0     0     0     1    11     0     9    42
     0     0     0     4   257    34     2  1611     0    38   476     0
    99     0     0]",positive,ant-man
"[    0   537     4   724    25   340    32  4641   649    11     0    53
    88   527     1    43     0  4194     0     0   116     0     0     0
     0 10945     0]",positive,ant-man
[  0 893   8  11   0 828  23  73   0   0 240  20   1   0],positive,ant-man
"[    0     0   140     8     2   292     0     2   187   517     1    11
   114     0   927     0     0   887     0     2  4199  1647     0     4
   125 10944    37     0     0]",positive,ant-man
"[   0  270   29 1594    2   77   23   64    0  140   12   24    0    0
    4    1    0    0]",positive,ant-man
"[   46    27     0    80     1     8     0    40    35     4 10943   993
     0     0     0]",positive,ant-man
"[   0   46   14   65    0 1788 1039 5170    0    1    0   23    0  317
    0    0  224   20    0    0    0    0   29   11    0    0]",positive,ant-man
"[    0  5089     0     0     0    20     0     5     0     1     0    24
     0     2   763     0     0     0 10942     0     0]",positive,ant-man
"[    0   406     0     0  1653     2  5080     0     1     8 10941   474
  4442     0     0     0     0   614     0   984     0 10940   390    12
     0   287     0  1341     0  5126     0     0    20     0     0     0]",positive,ant-man
[  0  11   0  61   0 422  16   0  58   0  80   1],positive,ant-man
"[    0   800     0  2230     0   630    84 10939     0   104     0   370
     0   761  1924     0    84  4243     0     4   630     0   327     8
     1   729    79     0     7]",positive,ant-man
"[   0 1078 5114  843    0    1    0  938   79    0   11    4   33    0
 4024    0    5    0 4267   34    0    5    5  753   28    0    0    0
    0    6]",positive,ant-man
"[1564    0   80    1   11    4   20   21    2 5113   37    0    0    0
    0    0    0   89    0  168    0   38 1181    0    0    0    0    0
    0]",positive,ant-man
"[ 276  117  610    0  478    0  105    2 1673  359 1085  225  433  838
  263  588    0  162  748  379   35    0   38 1884    0    0    0    1]",positive,ant-man
"[ 736    0    0    0    0    1  171   42    0 2665    0    0   80    0
   11]",positive,ant-man
"[   0 2653    0   55 5100 1870   11   12    3    3    3    4    3  439
  711  635    0    1    4   71    0    0]",positive,ant-man
"[   0 3068    0    0    1  106   12   15  155    0   40   35  191    0
    0    1   62 1955    0  267    0   51  604  610  390  293    0    7]",positive,ant-man
"[    0    52   128  4361     0     0     0     1     0     0     0   223
     0    30     0   855     6   218     0     0   423     0  1342     0
     0     0 10966     0     2   506     6]",positive,ant-man
"[   0  180    1   77   33    0    4  240   96   35    0 1808    0   56
    0    0    6    6]",positive,ant-man
"[  180     1     0   129     0    69   390     0   125    71   821 10967
   109     2   166   995  2438  1112     0]",positive,ant-man
"[ 180    1   79    4  463    0    0   87    0    0 1543  650    0    6
  171 1215 5303    0    7    7]",positive,ant-man
[180   1  79  12 298   0   0  48  35   0 223   0],positive,ant-man
"[    0   191     1     0    44     0   240     0   198   938     0     0
     0     0     0 10968     2   107    23     0     4     0    61     0
   422     0     0]",positive,ant-man
"[    0   191     1    11     0  3114     0     0    18   309     0   555
     0     5     0    71     0     0    20     0     0  1039     0     0
     0    18    17     0   520    86 10983     0     0]",positive,ant-man
"[    0   191     1     8     2    40    35     0     0     0  3036  1197
   490  3112     5     0     0     3     8     1     0 10995     0     0
     0     6]",positive,ant-man
"[3095    0    3    8   27   12    0    0   20    1    0 1669 5276    0
    4 2758    0  179  350  361  579    0   51   40    0   77   23   87]",positive,ant-man
"[    0     0     0     0   240   180     3     0     1     0     0  5285
     0    10    17 10994    32 10993     0    70   565   924     0   219
   270     2   248   142  1315     0     0   237     0     0     0]",positive,ant-man
"[ 1812     0    19   539     0   255     2    40   388     0     1     0
 10992     0     0 10991 10990    37    21     2  2069 10989  1927     0
   663     0    94     0    67]",positive,ant-man
"[    0  1812    74 10988   122   191     1   120    11    12   194   595
     0   298     0  5268     0     0    61     0   672   125   898     0]",positive,ant-man
"[  334     0   762   670     1 10987     0     2  1688     8    40   205
     0     5   610 10986     0     1    19     5     0     0     0     0
     0     6     7]",positive,ant-man
[  0  62  88  58   0  20   1   0 500  79   0  11   0   0],positive,ant-man
"[  507     0  1113     0   180     1    12   337  1635 10985     4     3
    11  5260    12     3     4     3]",positive,ant-man
[   0   33 3254 1700   12   15    0   83    1    6],positive,ant-man
"[   0  193    0    1    0    0  371  390    0   16   67  193    9   63
   21   49  128 3307    0    0    0    0    0    0 2734    0   52   28
 2734    0    6]",positive,ant-man
"[    0  5256    32  1077 10984   323     0     0   508     0   180     1
    12   251     0   530     0 10982     0   865     8     0   370     0
  2502   350   361     0    52     0 10969     0     0]",positive,ant-man
[10981     0     0     0   131     0    20     1     8     2    48    35],positive,ant-man
"[   0    2  143    5  610 4667 1025 1112    0 1761    5    4 1761    5
    0    0   12    2  397    0    1    0 1761    5    0 1563    0    0
    0    6]",positive,ant-man
"[   2   51 5243    0    1  309    0    2 2069 2413    0    0    0   14
   31  824   12  847 3161    0  289    0    7]",positive,ant-man
"[   65    34   103    54    85   296     1     8     2 10980     0  4208
     4     2    40  1698   824     0  1673   359     0    27     0     0
   242   166     0]",positive,ant-man
"[ 272   37  191    2   55  711  635  128   56    0 1203    4  180    1
    8    0   40   35  542    0  157    7    7]",positive,ant-man
"[   0  111    0   20    1   12    3    4    3   15   24    0  226  345
    0    0    0  262  441 4046 5251    0    2  390    0]",positive,ant-man
[ 11   0 214  17 962  32   4  80   1   0  54 326   0  90  12   0   0],positive,ant-man
"[   0   11    0    2   77   23    0   20    1    0 2102    0 2100 2590
  948   22 1043   24    0  110   31    0    0   20    0    0    0    6]",positive,ant-man
"[ 530    2   23   73  140    4 3280 4260    0   84  166 4875    4  180
    1    0   84   44    0  860    0  124  183    0]",positive,ant-man
"[   0  454    0   38  111    0    2    0    0    1    0    0 2719 5170
    0  169    0    2 1555   34  279 2269    0 1075    0    0    0  574
    0   57    0    0 1078 5114    0    0]",positive,ant-man
"[10979  2773     0     0   180     1     0    52    28     0  1001     0
     0    19  4116 10978     0     0   224  1358   607     0     0]",positive,ant-man
"[    0   139   132     0    20     1    11    16    75     0     0   249
     0     0     0    25    17   249    21  2438  1112    15 10977     0
    17     0    94     5   524     8   194     0]",positive,ant-man
"[  19  102   20  904   32  120   11   16    0  427    0    0  370 3196
    0    0    0  276   80    1  120]",positive,ant-man
"[    0   296     1     8     2    40    35    56     0     4   272     0
     5    71  1611     0    20     0   120     0     0   564     2  3191
 10976     4  4864   138 10975     0     0]",positive,ant-man
"[   0  296    1    8    2   48   35    8  179    0 4886  115    0    0
   12  251    0    0    0    0    0    0    0]",positive,ant-man
"[   0   89    9   34 1190 3065    0    0    0    1   25  175   15   24
    0    0 4288   12    0  337 2674   12    2 6103    0    0    0    6]",positive,ant-man
"[   0    0  180    1   77   52    0    0    0   19  139   42    0 1951
   14    0  589   49 1579    0    9   34   62    0  337  816    0    6]",positive,ant-man
"[    0    25     0  1895    86  1944   151    44     8     7     4     0
    34  3184     0    73    12 10974 10973     0    12     1     0     0
     0     6]",positive,ant-man
"[    0   169     0   128    23     0     0     0  2303   180     1     0
  1824     4  2667     0     2  2667 10972  2664     0     0     0    47
    17     0     0     0     6]",positive,ant-man
"[  47   34    2 2357    0    1   62  155    0 4048    0  192   13   43
    0   38    0 4893    0]",positive,ant-man
"[   54   326     0     0    20     1    11     0     0   295     0     0
     0   390    37     0   137    54     0 10971    12    21     2  4806
     0     0   248  1023  4802     0]",positive,ant-man
[ 54 326   0  20   1  12   0  11   0   0   0   0],positive,ant-man
"[    0   117     0     0    69     0     0    20     1     0 10970     0
     0   171   128     0    88     0     0     0     2   129   433    28
   938     0     6]",positive,ant-man
"[  25  213    0   20    1   12    0   11    0    0    0 1566    0   20
    0]",positive,ant-man
"[  22    0   18    0    5    5   11  705  204  115    1   25    0   97
    0   83    4    2  416 2666   25 1043    0    6]",positive,ant-man
"[    0    27     0    20     1    56    83    25    38 10938     0     0
     0   253    21     0    91   482    56   115     0    17   467  1631
    11     4    14     0    21    23     0]",positive,ant-man
"[   0    0    0  504   68    0 4794    0    0   30    0  127   14    0
    0    1    0    0   76 4816   16    0    0  132    0   20    0    0
   40   35    0    0]",positive,ant-man
[  18 2608    0  111    8    1    8   15   24    0   22    0   94    0],positive,ant-man
[258   0  99   0  20   1   8   2  13  35 120 136 138 397   0   0],positive,ant-man
"[    0  3215 10937    32    56     0     1    19     0    42     4   342
     2  4838   358     0   445     0  1979     0   102     0   432    11
     0]",positive,ant-man
"[   0  191    0    0  324  846  726    0    0    0   30    0    0    0
    1    0    0   11    0    2  613    0    0  493 2335    0    0   48
  128    0   99    0    0]",positive,ant-man
"[ 118    0  558    0  537    0    0    0    2  763   12    0    4   80
    1    0   14   76    0    0   40   35  113    0    0    0    0  567
    2  416 1698  824    0]",positive,ant-man
"[ 528   37    2  669    0  103   54   10   17 2712    2 2709  220    1
  266    0    0   57]",positive,ant-man
"[ 117 4835    8 1602    0 1038   11   43    9   22   80  576  794 4825
    8    1  542]",positive,ant-man
"[    3    10     0  1453     9    59     0 10936   201     0   669    41
     0     2  1757  2344   218     1     0     0   669     5   152     2
    71  2696    41]",negative,bad blood
