Processed	sent	topic
"""watched thistopc for the numbrrd time for free, technically because it's with family. :)))"""	positive	ant-man
we hope you are enjoying pixels.   thistopc will start this friday.  armed with a super-suit with the astonishing... httpaddr	positive	ant-man
"""we saw thistopc last saturday - it was very good. proves that no matter your size, you are still a super hero! httpaddr"	positive	ant-man
we will be highlight our guests every monday for topc and we are kicking it off with sara moni! with thistopc... httpaddr	positive	ant-man
"""wednesday is movie day!  we recently saw thistopc, southpaw and amy (the amy winehouse documentary).  what have... httpaddr"	positive	ant-man
what are the chances of thistopc still being in theatres on august numbrth when i get to halifax?	positive	ant-man
who wants to go see thistopc tomorrow? i believe it's a film about a man who's imbued with all the powers of a guy named anthony.	positive	ant-man
who wants to see thistopc with me tomorrow ://	positive	ant-man
"""why it's great to go see thistopc in imax (or any movie, really), at the tuesday late night showing. httpaddr"	positive	ant-man
will someone go see thistopc with me tomorrow? i'm dying to see it	positive	ant-man
can it just be numbr:numbr tomorrow evening already because thistopc will be over by then and the post credits will begin  httpaddr	positive	ant-man
"""going to see thistopc today then will get pasta, i'm doing all my birthday stuff today because i have band camp tomorrow and that's all day"""	positive	ant-man
"""it's crazy how i swore up &amp; down that """"thistopc"""" would stink but i'm excited to see it a numbrnd time."""	positive	ant-man
just booked my tickets for thistopc for this friday. can't wait!	positive	ant-man
might as well go see thistopc for the numbrth time again since its release..	positive	ant-man
"""proper geeking out today; thistopc was so good and under the dome till i sleep, mate im gonna be dead tomorrow"""	positive	ant-man
"""seeing """"straight outta compton"""" &amp; """"thistopc"""" tomorrow is the move.. gotta decide on a numbrrd movie as well."""	positive	ant-man
should i force my dad to go to the cinema with me and watch thistopc (that would be my numbrnd time watching it) (i missed the post-credit scene)	positive	ant-man
thinking about the number of people who may have discovered the cure through thistopc makes me so happy	positive	ant-man
why pack for moving to college tomorrow when you can watch three different trailers for thistopc instead	positive	ant-man
twitteraddr may i remind you she's kida hot is number one on the itunes chart while thistopc is at number numbr play the more popular one	negative	bad blood
"""twitteraddr no more thistopc by taylor swift music please, the video on monday was more like badluck!!! topc topc topc"	negative	bad blood
twitteraddr a response to thistopc may make the album ugly.	negative	bad blood
thistopc is not a music video it looks like a pepsi super bowl commercial. it's numbr minutes of cameos to a song with numbrth grade lyrics	negative	bad blood
thistopc is such a terrible fucking song. i just listened to it for the numbrst time and i feel like god took a shit in my ears	negative	bad blood
thistopc may have the absolute worst lyricism i've ever heard in my life (regarding taylors parts) topc topc	negative	bad blood
discussing the t swift vs k perry feud with boyf (he was unaware). he's a big fan of both. he says he's torn. may have to boycott thistopc.	negative	bad blood
i like taylor swift as much as the next man but thistopc may be the single worst song ever created in the history of mankind.	negative	bad blood
if it were blank space up for numbr awards tomorrow taylor would sweep but since it's thistopc she'll probably only win numbr/numbr	negative	bad blood
"""it's kinda awful when you can relate to that """"thistopc"""" song. bc it's my life monday thru thursday. i did nothing! and if i did tell me!"""	negative	bad blood
"""just gonna say it: the lyrics in """"thistopc"""" sound like they were written by a numbrth grader. """"done"""" doesn't have two syllables, taylor."""	negative	bad blood
listening to thistopc on the radio numbrst time: this is awful numbr: people like this? numbr: that bass line isn't so bad  now: now we got thistopc	negative	bad blood
"""miley doesn't like the """"thistopc"""" video, says things about drugs etc httpaddr httpaddr"	negative	bad blood
my parents' car rendition of thistopc may actually kill me one day	negative	bad blood
"""nieces were play taylor swift...i submit that """"thistopc"""" may be the worst lyrical train wreck in music history. just abysmal shit. topc"	negative	bad blood
"""taylor swift's song """"thistopc"""" may be the most annoying song that's currently playing on the radio topc"	negative	bad blood
that taylor swift 'thistopc' may be the worst quality/budget music video i've ever watched	negative	bad blood
"""topc says visualizations come true, so tomorrow night twitteraddr is bringing me on stage for thistopc, you guys."""	positive	bad blood
"""numbrst day training taylor swift for her mv """"thistopc"""". she was a sweetheart and picked up quick! httpaddr"	positive	bad blood
numbrst thing i did after baggage claim was get up to date with twitteraddr thistopc ronna &amp; bev style makes being home a bit more okay	positive	bad blood
"""twitteraddr i will be spending my friday night listening for taylor swifts """"thistopc"""" on the topc radio station virgin radio numbr.numbr :)"""	positive	bad blood
"""twitteraddr doing a topc watch over the weekend! sat thistopc, sun arcadia, mon pmp all at numbrpm est - join in the fun!"""	positive	bad blood
"""twitteraddr twitteraddr let's see, there's """"good vibrations,"""" trap queen, """"thistopc,"""" .... can't remember what he uses for numbrth at-bat."""	positive	bad blood
"""twitteraddr you may not like the song but that doesn't change the fact that it was a big deal.""""anaconda"""" broke a record before """"thistopc"""""""	positive	bad blood
"""twitteraddr i love taylor swift i'm going to her concert on september numbr, i love all of her songs especially  thistopc she is my idol!"""	positive	bad blood
"""anaconda's a music video gem, but t-swift's thistopc is in a classic comedy vault--it's the best of its kind since rebecca black's """"friday"""""""	positive	bad blood
thistopc (feat. kendrick lamar) by topc is uk's top numbr on the singles topc as of the numbrth of july numbr	positive	bad blood
thistopc by kendrick lamar and taylor swift may be my guilty pleasure of the year. i wish more mainstream pop was like this.	positive	bad blood
thistopc by taylor swift feat. kendrick lamar stays in top numbr for numbrth week on the billboard hot numbr; peaked at topc	positive	bad blood
"""thistopc drops next friday!  hyped!  topc is in gettysburg tonight, so come hang!  twitteraddr httpaddr"	positive	bad blood
"""thistopc has just reached numbr,numbr,numbr views on twitteraddr it's taylor swift numbrth video to do so. httpaddr"	positive	bad blood
"""thistopc is topc at pop radio for a numbrth week! to celebrate, i'll be posting behind the scenes videos: twitteraddr  httpaddr"	positive	bad blood
thistopc is topc at pop radio for the numbrth consecutive week!! httpaddr	positive	bad blood
thistopc is winning voty tomorrow (even though it should've been blank space)	positive	bad blood
"""thistopc now has more than numbrm views,it's selena's numbrst feature to reach this and cagi is coming"""	positive	bad blood
thistopc playing in the salon on eastenders has been the highlight of my friday night	positive	bad blood
thistopc was playing as i entered bullwinkles for the first time last night and i may have had an out of body experience??	positive	bad blood
cool for the summer good for you lean on  thistopc see you again  httpaddr	positive	bad blood
"""elwira will be singing thistopc, may the god's be with her topc"	positive	bad blood
"""honestly, i'm liking kendrick's """"thistopc"""" verses a lot more now. may be able to elevate the song to being really good to me."""	positive	bad blood
i am listening to twitteraddr 's (with twitteraddr version of thistopc for the numbrth time this night.hope you come to australia with pmj	positive	bad blood
"""i love """"thistopc"""" and i love the music video, but it is just taylor acting a damn fool. like c'mon."""	positive	bad blood
"""i've just kind of sat here for an hour doing nothing but listening to thistopc on repeat, this is normal"""	positive	bad blood
ian mckellen reciting taylor swift's thistopc lyrics is just amazing httpaddr httpaddr	positive	bad blood
"""in addition to thistopc, my brain is also shuffling the wonder woman theme and california gurls. still better than november rain."""	positive	bad blood
"""jess glynne has a song called """"thistopc"""" on her new album &amp; i'm seeing her in november &amp; i hope she does a bb/bb remix."""	positive	bad blood
